region,ownd,inc,sex,wlth,donr,RANGE_gifa,RANGE_gifdol,RANGE_gifl,RANGE_gifr,RANGE_hv,RANGE_incavg,RANGE_incmed,RANGE_kids,RANGE_lag,RANGE_low,RANGE_mdon,RANGE_npro,_WARN_,U_donr,b_donr,EM_SEGMENT,EM_EVENTPROBABILITY,EM_PROBABILITY,EM_CLASSIFICATION
ter2,1,2,1,9,,0.088394639,0.017948718,0.009389671,0.029069767,0.242792109,0.19047619,0.088339223,0.4,0.121212121,0.103448276,0.771428571,0.335403727,,0,14,14,0.075432257,0.924567743,0
ter1,1,5,1,8,,0.064157399,0.082564103,0.014084507,0.058139535,0.157814871,0.179487179,0.208480565,0.4,0.060606061,0.149425287,0.2,0.465838509,,0,11,11,0.429306871,0.570693129,0
ter3,1,3,1,6,,0.147276875,0.007179487,0.020344288,0.075581395,0.345978756,0.263736264,0.151943463,0.2,0.121212121,0.08045977,0.2,0.086956522,,0,13,13,0.155656637,0.844343363,0
ter2,1,4,1,0,,0.180638723,0.062564103,0.029733959,0.145348837,0.210925645,0.322344322,0.346289753,0.2,0.090909091,0.022988506,0.257142857,0.409937888,,1,3,3,0.978025273,0.978025273,1
ter3,1,1,0,7,,0.123324779,0.016923077,0.010954617,0.029069767,0.312594841,0.208791209,0.236749117,0.4,0.121212121,0.034482759,0.485714286,0.366459627,,0,17,17,0.00374996,0.99625004,0
ter4,1,5,0,5,,0.045337896,0.007179487,0.012519562,0.046511628,0.142640364,0.395604396,0.416961131,0.6,0.363636364,0.022988506,0.285714286,0.055900621,,0,17,17,0.006667975,0.993332025,0
ter1,0,4,1,8,,0.384088965,0.018974359,0.090766823,0.162790698,0.065250379,0.087912088,0.06360424,0,0.090909091,0.195402299,0.314285714,0.204968944,,1,10,10,0.598385296,0.598385296,1
ter5,1,4,1,9,,0.114057599,0.021538462,0.025039124,0.023255814,0.185128983,0.157509158,0.116607774,0.4,0.090909091,0.103448276,0.771428571,0.155279503,,0,15,15,0.04361587,0.95638413,0
ter3,1,4,0,4,,0.311804962,0.00974359,0.034428795,0.122093023,0.314112291,0.175824176,0.204946996,0.4,0.060606061,0.022988506,0.485714286,0.118012422,,0,14,14,0.067176428,0.932823572,0
ter1,1,6,1,6,,0.068291987,0.021025641,0.010954617,0.029069767,0.106221548,0.054945055,0.067137809,0.2,0.090909091,0.413793103,0.371428571,0.173913043,,0,13,13,0.152042498,0.847957502,0
ter1,1,4,1,5,,0.033789564,0.024102564,0.00312989,0.01744186,0.092564492,0.091575092,0.102473498,0,0.090909091,0.103448276,0.771428571,0.341614907,,1,7,7,0.908683447,0.908683447,1
ter5,1,7,1,6,,0.032506416,0.107179487,0.006259781,0.029069767,0.227617602,0.26007326,0.183745583,0,0.181818182,0,0.828571429,0.670807453,,0,14,14,0.090899933,0.909100067,0
ter3,1,4,0,6,,0.055460508,0.006153846,0.014084507,0.023255814,0.150227618,0.15018315,0.102473498,0.4,0.060606061,0.137931034,0.457142857,0.037267081,,0,12,12,0.298941981,0.701058019,0
ter1,1,4,1,8,,0.085685771,0.093333333,0.009389671,0.01744186,0.197268589,0.113553114,0.141342756,0.4,0.181818182,0.045977011,0.257142857,0.720496894,,1,7,7,0.885509306,0.885509306,1
ter4,1,4,0,9,,0.153122327,0.038974359,0.012519562,0.046511628,0.239757208,0.263736264,0.176678445,0.2,0.151515152,0.114942529,0.457142857,0.316770186,,1,8,8,0.854898327,0.854898327,1
ter3,0,5,0,8,,0.276874822,0.003076923,0.031298905,0.145348837,0.166919575,0.15018315,0.102473498,0.2,0.060606061,0.149425287,1,0.037267081,,0,16,16,0.007837331,0.992162669,0
ter4,1,3,0,4,,0.355431993,0.096923077,0.328638498,0.273255814,0.185128983,0.091575092,0.088339223,0.8,0.060606061,0.252873563,0.514285714,0.590062112,,0,18,18,0.001681102,0.998318898,0
ter1,1,4,0,8,,0.387082977,0.012307692,0.070422535,0.139534884,0.135053111,0.157509158,0.187279152,0.4,0.121212121,0.057471264,0.314285714,0.167701863,,1,9,9,0.769892313,0.769892313,1
ter4,1,4,1,7,,0.215141146,0.11025641,0.156494523,0.180232558,0.109256449,0.091575092,0.077738516,0,0.181818182,0.114942529,0.371428571,0.689440994,,1,2,2,0.989247646,0.989247646,1
ter5,1,6,1,6,,0.075990875,0.022564103,0.014084507,0.087209302,0.138088012,0.124542125,0.151943463,0.4,0.151515152,0.045977011,0.428571429,0.204968944,,0,16,16,0.017030889,0.982969111,0
ter2,1,4,1,9,,0.110921015,0.045641026,0.012519562,0.029069767,0.406676783,0.336996337,0.130742049,0.4,0.151515152,0,0.4,0.571428571,,1,3,3,0.984339557,0.984339557,1
ter5,1,4,1,9,,0.018962076,0.02974359,0.00312989,0.046511628,0.201820941,0.234432234,0.261484099,0.6,0.121212121,0,0.685714286,0.347826087,,0,14,14,0.05532151,0.94467849,0
ter5,1,4,1,9,,0.256487026,0.06,0.061032864,0.151162791,0.207890744,0.208791209,0.130742049,0.8,0.121212121,0.011494253,0.4,0.50310559,,0,14,14,0.058083582,0.941916418,0
ter2,1,4,1,9,,0.29669233,0.036923077,0.042253521,0.11627907,0.039453718,0.029304029,0.042402827,0.6,0.212121212,0.367816092,0.457142857,0.310559006,,1,10,10,0.565900261,0.565900261,1
ter2,1,5,0,9,,0.115198175,0.050769231,0.021909233,0.098837209,0.230652504,0.168498168,0.148409894,0.4,0.090909091,0.022988506,0.314285714,0.50931677,,1,7,7,0.875491524,0.875491524,1
ter4,0,4,1,7,,0.086541203,0.034358974,0.010954617,0.040697674,0.081942337,0.113553114,0.144876325,0.6,0.090909091,0.114942529,0.142857143,0.329192547,,0,18,18,0.001769247,0.998230753,0
ter5,1,6,1,8,,0.091673795,0.050769231,0.031298905,0.11627907,0.17754173,0.113553114,0.102473498,0.6,0.090909091,0.206896552,0.257142857,0.540372671,,0,16,16,0.009607092,0.990392908,0
ter3,1,2,1,9,,0.251924722,0.085641026,0.294209703,0.430232558,0.135053111,0.102564103,0.06360424,0.2,0.121212121,0.356321839,0.485714286,0.329192547,,0,15,15,0.034738141,0.965261859,0
ter4,1,3,0,3,,0.156686627,0.049230769,0.073552426,0.209302326,0.060698027,0.04029304,0.038869258,0,0.181818182,0.413793103,0.2,0.534161491,,0,13,13,0.155912693,0.844087307,0
ter1,1,7,1,8,,0.164242943,0.03025641,0.042253521,0.087209302,0.203338392,0.183150183,0.134275618,0.6,0.121212121,0.011494253,0.257142857,0.285714286,,0,15,15,0.033265371,0.966734629,0
ter4,1,5,1,3,,0.168805247,0.062051282,0.043818466,0.081395349,0.261001517,0.278388278,0.303886926,0.4,0.060606061,0.045977011,0.971428571,0.546583851,,0,14,14,0.054405157,0.945594843,0
ter2,0,1,0,0,,0.061733676,0.020512821,0.007824726,0.023255814,0.150227618,0.117216117,0.109540636,0,0.121212121,0.126436782,0.171428571,0.204968944,,0,18,18,0.002197604,0.997802396,0
ter5,1,7,1,9,,0.185628743,0.06974359,0.034428795,0.093023256,0.722306525,0.523809524,0.501766784,0.4,0.060606061,0,0.771428571,0.552795031,,0,16,16,0.01793939,0.98206061,0
ter3,1,7,0,6,,0.079412603,0.078461538,0.018779343,0.046511628,0.13353566,0.080586081,0.070671378,0.2,0.121212121,0.252873563,0.742857143,0.577639752,,0,17,17,0.003435329,0.996564671,0
ter1,0,2,0,9,,0.119332763,0.125128205,0.025039124,0.093023256,0.053110774,0.073260073,0.070671378,0,0.060606061,0.32183908,0.371428571,0.614906832,,0,14,14,0.083111625,0.916888375,0
ter5,1,3,0,8,,0.155973767,0.075897436,0.056338028,0.127906977,0.119878604,0.080586081,0.113074205,0.4,0.090909091,0.172413793,0.428571429,0.552795031,,0,13,13,0.153150031,0.846849969,0
ter5,1,7,1,6,,0.141859139,0.033333333,0.03286385,0.104651163,0.159332322,0.135531136,0.056537102,0.4,0.121212121,0.528735632,0.4,0.341614907,,0,17,17,0.004513136,0.995486864,0
ter5,1,4,0,1,,0.144425435,0.006666667,0.021909233,0.098837209,0.449165402,0.366300366,0.38869258,0.4,0.090909091,0,0.485714286,0.068322981,,0,16,16,0.014181851,0.985818149,0
ter5,1,5,1,8,,0.234530938,0.036923077,0.046948357,0.087209302,0.119878604,0.06959707,0.088339223,0.4,0.151515152,0.24137931,0.457142857,0.409937888,,0,14,14,0.058633159,0.941366841,0
ter2,1,4,0,9,,0.048046764,0.043589744,0.00312989,0.029069767,0.259484067,0.223443223,0.197879859,0,0.151515152,0.045977011,0.285714286,0.335403727,,1,1,1,0.99761194,0.99761194,1
ter3,1,7,0,9,,0.293270602,0.045641026,0.172143975,0.151162791,0.447647951,0.223443223,0.204946996,0,0.090909091,0,0.371428571,0.049689441,,1,9,9,0.706632482,0.706632482,1
ter1,1,4,1,8,,0.023666952,0.044102564,0.004694836,0.023255814,0.098634294,0.120879121,0.070671378,0.2,0.181818182,0.149425287,0.314285714,0.428571429,,1,6,6,0.931717111,0.931717111,1
ter2,1,2,1,9,,0.614770459,0.048717949,0.181533646,0.302325581,0.130500759,0.095238095,0.127208481,0.2,0.272727273,0.206896552,0.8,0.254658385,,0,11,11,0.469713488,0.530286512,0
ter1,1,1,1,0,,0.046050756,0.090769231,0.004694836,0.029069767,0.427921093,0.604395604,0.618374558,0.8,0.181818182,0,0.371428571,0.51552795,,0,18,18,0.002142726,0.997857274,0
ter1,1,2,1,9,,0.411462789,0.11025641,0.369327074,0.48255814,0.238239757,0.201465201,0.201413428,0,0.090909091,0.034482759,0.171428571,0.428571429,,1,6,6,0.932350798,0.932350798,1
ter2,1,4,0,8,,0.188622754,0.016410256,0.075117371,0.174418605,0.303490137,0.201465201,0.169611307,0.8,0.363636364,0.045977011,0.514285714,0.229813665,,0,13,13,0.156738808,0.843261192,0
ter1,0,5,1,8,,0.059595096,0.108205128,0.010954617,0.023255814,0.186646434,0.095238095,0.060070671,1,0.121212121,0.390804598,0.228571429,0.534161491,,0,19,19,0.00019374,0.99980626,0
ter3,1,5,1,9,,0.140718563,0.016923077,0.023474178,0.122093023,0.057663126,0.06959707,0.102473498,0.6,0.060606061,0.379310345,0.371428571,0.211180124,,0,16,16,0.018330012,0.981669988,0
ter4,1,6,0,2,,0.27673225,0.003076923,0.023474178,0.139534884,0.201820941,0.146520147,0.123674912,0,0.090909091,0.08045977,0.171428571,0.037267081,,0,12,12,0.364348468,0.635651532,0
ter3,1,4,0,8,,0.049472484,0.085128205,0.010954617,0.029069767,0.068285281,0.15018315,0.173144876,0,0.090909091,0,0.542857143,0.677018634,,1,1,1,0.995817522,0.995817522,1
ter4,1,5,1,4,,0.156116339,0.006153846,0.028169014,0.203488372,0.257966616,0.172161172,0.201413428,0.4,0.121212121,0.011494253,0.771428571,0.055900621,,0,17,17,0.00613954,0.99386046,0
ter3,1,4,0,9,,0.141859139,0.03025641,0.028169014,0.139534884,0.185128983,0.117216117,0.127208481,0.6,0.060606061,0.195402299,0.257142857,0.372670807,,0,13,13,0.191020562,0.808979438,0
ter5,1,6,1,3,,0.050898204,0.051282051,0.009389671,0.063953488,0.247344461,0.234432234,0.22614841,0.4,0.121212121,0.022988506,0.285714286,0.552795031,,0,17,17,0.006973385,0.993026615,0
ter5,1,4,0,8,,0.097234103,0.041025641,0.007824726,0.040697674,0.097116844,0.124542125,0.042402827,0,0.090909091,0.517241379,0.228571429,0.465838509,,1,6,6,0.927449077,0.927449077,1
ter5,1,2,1,8,,0.168662675,0.046666667,0.021909233,0.087209302,0.168437026,0.131868132,0.141342756,0.6,0.090909091,0.034482759,0.371428571,0.409937888,,0,17,17,0.007734926,0.992265074,0
ter3,1,2,1,4,,0.042343884,0.03025641,0.00312989,0.01744186,0.242792109,0.201465201,0.120141343,0.4,0.121212121,0.08045977,0.228571429,0.409937888,,0,17,17,0.004202208,0.995797792,0
ter4,1,2,1,2,,0.344596521,0.027179487,0.079812207,0.081395349,0.124430956,0.076923077,0.074204947,0.4,0.090909091,0.252873563,0.457142857,0.260869565,,0,18,18,0.001275019,0.998724981,0
ter2,1,4,1,8,,0.161676647,0.034358974,0.037558685,0.244186047,0.212443096,0.084249084,0.077738516,0.6,0.121212121,0.195402299,0.342857143,0.335403727,,1,7,7,0.870275984,0.870275984,1
ter5,1,7,0,3,,0.414884517,0.03025641,0.048513302,0.23255814,0.06676783,0.036630037,0.038869258,0,0.121212121,0.425287356,0.371428571,0.316770186,,0,15,15,0.04791526,0.95208474,0
ter1,1,7,1,8,,0.154120331,0.038461538,0.028169014,0.063953488,0.135053111,0.087912088,0.049469965,0.6,0.060606061,0.505747126,0.514285714,0.447204969,,0,17,17,0.003354076,0.996645924,0
ter1,1,4,1,5,,0.083119475,0.037435897,0.021909233,0.058139535,0.094081942,0.124542125,0.155477032,0.6,0.060606061,0.275862069,0.571428571,0.335403727,,0,14,14,0.065681687,0.934318313,0
ter1,1,4,0,5,,0.081266039,0.044615385,0.012519562,0.029069767,0.048558422,0.062271062,0.084805654,0.4,0.181818182,0.356321839,0.342857143,0.472049689,,0,11,11,0.45202072,0.54797928,0
ter3,1,7,0,9,,0.432706017,0.068205128,0.241001565,0.343023256,0.13353566,0.102564103,0.123674912,0.8,0.151515152,0.08045977,0.285714286,0.310559006,,0,18,18,0.000712291,0.999287709,0
ter5,1,7,1,8,,0.034074708,0.022564103,0.004694836,0.023255814,0.08801214,0.095238095,0.056537102,0.6,0.181818182,0.298850575,0.285714286,0.310559006,,0,18,18,0.00194449,0.99805551,0
ter3,1,4,0,1,,0.126176219,0.111282051,0.026604069,0.104651163,0.191198786,0.19047619,0.219081272,0.2,0.060606061,0.091954023,0.371428571,0.577639752,,0,12,12,0.34713528,0.65286472,0
ter3,1,2,0,8,,0.088964927,0.036923077,0.007824726,0.046511628,0.122913505,0.102564103,0.09540636,0,0.060606061,0.24137931,0.828571429,0.428571429,,0,12,12,0.294361665,0.705638335,0
ter5,1,3,0,8,,0.207299686,0.068205128,0.13771518,0.238372093,0.147192716,0.153846154,0.123674912,0,0.151515152,0.045977011,0.457142857,0.565217391,,1,7,7,0.882088088,0.882088088,1
ter1,1,1,0,6,,0.097804391,0.033846154,0.025039124,0.093023256,0.139605463,0.10989011,0.067137809,0.2,0.090909091,0.16091954,0.714285714,0.279503106,,0,14,14,0.074072786,0.925927214,0
ter5,1,6,1,8,,0.090960935,0.003076923,0.015649452,0.069767442,0.075872534,0.06959707,0.102473498,0.4,0.151515152,0.298850575,0.142857143,0.055900621,,0,17,17,0.00681026,0.99318974,0
ter1,1,4,1,9,,0.272882806,0.066666667,0.236306729,0.593023256,0.215477997,0.117216117,0.130742049,0.4,0.090909091,0.126436782,0.257142857,0.397515528,,1,7,7,0.903879957,0.903879957,1
ter5,1,5,1,6,,0.108497291,0.038461538,0.023474178,0.040697674,0.084977238,0.084249084,0.028268551,0.4,0.060606061,0.172413793,0.142857143,0.329192547,,0,15,15,0.02354117,0.97645883,0
ter3,1,3,0,9,,0.247219846,0.081025641,0.045383412,0.110465116,0.242792109,0.227106227,0.159010601,0.6,0.090909091,0.091954023,0.542857143,0.590062112,,0,16,16,0.012992847,0.987007153,0
ter2,1,6,1,9,,0.281437126,0.057435897,0.042253521,0.110465116,0.179059181,0.102564103,0.084805654,0.6,0.151515152,0.229885057,0.485714286,0.50310559,,0,14,14,0.093134108,0.906865892,0
ter5,1,4,1,8,,0.059309952,0.016410256,0.00312989,0.011627907,0.182094082,0.117216117,0.148409894,0.6,0.151515152,0.172413793,0.314285714,0.229813665,,0,14,14,0.074726973,0.925273027,0
ter1,1,4,0,8,,0.279726262,0.01025641,0.059467919,0.11627907,0.159332322,0.179487179,0.130742049,0.2,0.393939394,0.172413793,0.685714286,0.136645963,,0,11,11,0.394443283,0.605556717,0
ter3,1,6,1,5,,0.088109495,0.010769231,0.017214397,0.063953488,0.153262519,0.124542125,0.109540636,0,0.181818182,0.034482759,0.228571429,0.074534161,,0,11,11,0.450924535,0.549075465,0
ter4,1,4,0,9,,0.042486456,0.036923077,0.00312989,0.029069767,0.476479514,0.249084249,0.106007067,0.4,0.151515152,0.08045977,0.314285714,0.447204969,,0,11,11,0.477249094,0.522750906,0
ter3,1,2,1,0,,0.100370687,0.087692308,0.020344288,0.081395349,0.238239757,0.172161172,0.187279152,0,0.060606061,0.011494253,0.314285714,0.385093168,,0,14,14,0.100624809,0.899375191,0
ter3,1,3,1,2,,0.063729683,0.048717949,0.020344288,0.127906977,0.185128983,0.139194139,0.141342756,0.8,0.090909091,0.08045977,0.485714286,0.453416149,,0,19,19,0.000247146,0.999752854,0
ter4,1,4,1,3,,0.157969775,0.055384615,0.021909233,0.104651163,0.151745068,0.201465201,0.208480565,0.6,0.090909091,0.034482759,0.257142857,0.639751553,,0,15,15,0.031441403,0.968558597,0
ter3,1,4,0,3,,0.031223268,0.137948718,0.001564945,0.005813953,0.147192716,0.135531136,0.159010601,0.4,0.060606061,0.16091954,0.428571429,0.689440994,,0,14,14,0.108620475,0.891379525,0
ter5,1,3,0,8,,0.150556031,0.037948718,0.015649452,0.063953488,0.06676783,0.047619048,0.024734982,0.4,0.060606061,0.827586207,0.257142857,0.465838509,,0,15,15,0.038435883,0.961564117,0
ter1,0,2,1,8,,0.084830339,0.017435897,0.006259781,0.040697674,0.239757208,0.212454212,0.240282686,0,0.121212121,0.022988506,0.342857143,0.192546584,,0,14,14,0.115692087,0.884307913,0
ter2,1,4,1,1,,0.132734531,0.024102564,0.009389671,0.075581395,0.226100152,0.161172161,0.09540636,0.4,0.060606061,0.137931034,0.371428571,0.260869565,,0,12,12,0.277700913,0.722299087,0
ter5,0,1,0,9,,0.136013687,0.034358974,0.031298905,0.046511628,0.353566009,0.234432234,0.254416961,0.4,0.060606061,0,0.314285714,0.453416149,,0,20,20,4.66909E-05,0.999953309,0
ter1,1,3,0,9,,0.181209011,0.032820513,0.025039124,0.093023256,0.411229135,0.252747253,0.208480565,0.4,0.181818182,0,0.028571429,0.434782609,,0,13,13,0.162105907,0.837894093,0
ter4,1,6,1,9,,0.117764471,0.006666667,0.017214397,0.052325581,0.203338392,0.201465201,0.19434629,0.4,0.090909091,0.011494253,0.314285714,0.049689441,,0,15,15,0.032195543,0.967804457,0
ter3,1,5,1,9,,0.129597947,0.025641026,0.03599374,0.098837209,0.268588771,0.139194139,0.109540636,0,0.090909091,0.045977011,0.057142857,0.316770186,,1,9,9,0.789852063,0.789852063,1
ter4,1,4,0,8,,0.153977759,0.001025641,0.015649452,0.087209302,0.04552352,0.032967033,0.067137809,0.2,0.151515152,0.413793103,0.428571429,0.00621118,,1,10,10,0.663414,0.663414,1
ter4,1,3,0,0,,0.072284003,0.105641026,0.014084507,0.063953488,0.218512898,0.197802198,0.155477032,0.4,0.121212121,0.022988506,0.8,0.621118012,,0,16,16,0.013154978,0.986845022,0
ter1,0,6,1,8,,0.139292843,0.031282051,0.028169014,0.087209302,0.075872534,0.10989011,0.141342756,0.2,0.121212121,0.16091954,0.028571429,0.310559006,,0,14,14,0.106237806,0.893762194,0
ter5,1,2,1,9,,0.146706587,0.038461538,0.023474178,0.081395349,0.124430956,0.139194139,0.113074205,0.6,0.151515152,0.16091954,0.885714286,0.596273292,,0,18,18,0.001950293,0.998049707,0
ter1,0,4,1,8,,0.058311948,0.038461538,0.020344288,0.075581395,0.55538695,0.252747253,0.127208481,0.2,0.060606061,0.103448276,0.457142857,0.273291925,,0,13,13,0.189896515,0.810103485,0
ter4,1,6,0,1,,0.164242943,0.012820513,0.018779343,0.087209302,0.204855842,0.183150183,0.212014134,0.4,0.060606061,0.034482759,0.857142857,0.142857143,,0,18,18,0.002132612,0.997867388,0
ter4,0,1,1,9,,0.01497006,0.028717949,0.00312989,0.011627907,0.191198786,0.230769231,0.088339223,0.6,0.151515152,0.206896552,0.257142857,0.211180124,,0,20,20,1.94175E-06,0.999998058,0
ter5,1,4,0,8,,0.035500428,0.068717949,0.00312989,0.023255814,0.215477997,0.223443223,0.212014134,0,0.060606061,0.011494253,0.285714286,0.428571429,,1,3,3,0.984914617,0.984914617,1
ter5,0,4,1,8,,0.106643855,0.024102564,0.015649452,0.052325581,0.172989378,0.146520147,0.088339223,0,0.060606061,0.114942529,0.228571429,0.260869565,,0,12,12,0.343780233,0.656219767,0
ter3,1,7,1,8,,0.236241802,0.02974359,0.051643192,0.075581395,0.300455235,0.406593407,0.427561837,0.6,0.121212121,0,0.428571429,0.428571429,,0,16,16,0.011186094,0.988813906,0
ter3,1,2,1,9,,0.087966923,0.011282051,0.004694836,0.029069767,0.270106222,0.230769231,0.166077739,0.4,0.121212121,0.011494253,0.228571429,0.086956522,,0,15,15,0.022720527,0.977279473,0
ter1,1,4,1,9,,0.306102082,1.042564103,0.07198748,0.220930233,0.142640364,0.080586081,0.106007067,0,0.121212121,0.103448276,0.342857143,0.857142857,,1,1,1,0.996738256,0.996738256,1
ter1,1,3,0,4,,0.270601654,0.035897436,0.142410016,0.226744186,0.136570561,0.106227106,0.077738516,0.4,0.060606061,0.24137931,0.114285714,0.080745342,,0,15,15,0.052471382,0.947528618,0
ter1,1,5,1,8,,0.240661534,0.053333333,0.039123631,0.139534884,0.424886191,0.256410256,0.176678445,0.4,0.090909091,0.011494253,0.257142857,0.527950311,,1,10,10,0.615655314,0.615655314,1
ter2,1,1,1,2,,0.179355575,0.016410256,0.031298905,0.162790698,0.198786039,0.131868132,0.091872792,0.8,0.090909091,0.126436782,0.4,0.130434783,,0,19,19,0.000524556,0.999475444,0
ter5,1,5,1,8,,0.030510408,0.040512821,0.001564945,0.029069767,0.189681335,0.113553114,0.130742049,0.6,0.090909091,0.103448276,0.485714286,0.341614907,,0,15,15,0.039408125,0.960591875,0
ter2,1,3,0,8,,0.215711434,0.177948718,0.10485133,0.343023256,0.124430956,0.201465201,0.134275618,0.8,0.181818182,0.298850575,0.371428571,0.677018634,,1,11,11,0.548514602,0.548514602,1
ter4,1,4,0,5,,0.158254919,0.078461538,0.026604069,0.180232558,0.115326252,0.051282051,0.045936396,0.6,0.090909091,0.390804598,0.428571429,0.459627329,,0,15,15,0.023879177,0.976120823,0
ter2,1,5,1,8,,0.003992016,0.101538462,0.001564945,0.011627907,0.1107739,0.058608059,0.053003534,0.4,0.121212121,0.379310345,0.4,0.50310559,,1,8,8,0.812000276,0.812000276,1
ter3,1,7,0,8,,0.110065583,0.154871795,0.021909233,0.093023256,0.183611533,0.128205128,0.088339223,0.8,0.060606061,0.149425287,0.2,0.614906832,,0,17,17,0.004670539,0.995329461,0
ter4,1,5,0,6,,0.078272027,0.044102564,0.009389671,0.040697674,0.127465857,0.080586081,0.084805654,0.6,0.121212121,0.183908046,0.171428571,0.428571429,,0,16,16,0.01840237,0.98159763,0
ter1,0,4,0,8,,0.093527231,0.053846154,0.026604069,0.063953488,0.112291351,0.087912088,0.017667845,0.6,0.121212121,0.770114943,0.285714286,0.372670807,,0,18,18,0.001475063,0.998524937,0
ter1,1,4,1,9,,0.165098375,0.058974359,0.018779343,0.063953488,0.213960546,0.139194139,0.127208481,0.4,0.090909091,0.206896552,0.428571429,0.47826087,,1,7,7,0.87809752,0.87809752,1
ter3,0,3,0,8,,0.054034788,0.017435897,0.010954617,0.040697674,0.047040971,0.047619048,0.042402827,0.2,0.060606061,0.436781609,0.571428571,0.260869565,,0,18,18,0.00120247,0.99879753,0
ter1,1,6,1,9,,0.184060451,0.047692308,0.034428795,0.093023256,0.095599393,0.076923077,0.098939929,0.4,0.121212121,0.172413793,0.228571429,0.391304348,,0,14,14,0.097839059,0.902160941,0
ter2,0,4,1,7,,0.325491873,0.005128205,0.034428795,0.139534884,0.286798179,0.172161172,0.123674912,0,0.121212121,0.068965517,0.371428571,0.02484472,,1,7,7,0.879293755,0.879293755,1
ter1,1,5,0,4,,0.174935843,0.061025641,0.029733959,0.139534884,0.347496206,0.205128205,0.106007067,0.4,0.121212121,0.091954023,0.571428571,0.472049689,,0,15,15,0.048638495,0.951361505,0
ter5,1,4,0,9,,0.175363559,0.174358974,0.018779343,0.069767442,0.166919575,0.161172161,0.098939929,0,0.060606061,0.264367816,0.542857143,0.714285714,,1,1,1,0.995100615,0.995100615,1
ter3,1,4,0,5,,0.0392073,0.009230769,0.001564945,0.034883721,0.53414264,0.293040293,0.318021201,1,0.151515152,0,0.371428571,0.074534161,,0,16,16,0.008553368,0.991446632,0
ter5,1,4,0,8,,0.112204163,0.128205128,0.018779343,0.040697674,0.147192716,0.098901099,0.084805654,0.4,0.060606061,0.367816092,0.371428571,0.540372671,,1,11,11,0.510949801,0.510949801,1
ter1,0,2,1,8,,0.163530083,0.006666667,0.042253521,0.156976744,0.1107739,0.120879121,0.137809187,0.2,0.090909091,0.206896552,0.514285714,0.080745342,,0,18,18,0.00175753,0.99824247,0
ter3,1,1,1,2,,0.078272027,0.064102564,0.004694836,0.034883721,0.160849772,0.175824176,0.187279152,0.4,0.151515152,0.011494253,0.514285714,0.621118012,,0,17,17,0.002818489,0.997181511,0
ter3,1,1,1,8,,0.05275164,0.02974359,0.006259781,0.034883721,0.130500759,0.179487179,0.208480565,0.2,0.090909091,0.172413793,0.4,0.310559006,,0,15,15,0.030705794,0.969294206,0
ter2,1,5,1,2,,0.231679498,0.020512821,0.057902973,0.13372093,0.112291351,0.073260073,0.084805654,0.6,0.060606061,0.114942529,0.742857143,0.142857143,,0,16,16,0.017694011,0.982305989,0
ter4,1,3,0,6,,0.269033362,0.035897436,0.028169014,0.087209302,0.125948407,0.091575092,0.024734982,0.6,0.090909091,0.402298851,0.657142857,0.316770186,,0,18,18,0.000830991,0.999169009,0
ter1,1,1,1,9,,0.213572854,0.010769231,0.029733959,0.081395349,0.091047041,0.087912088,0.053003534,0.4,0.060606061,0.425287356,0.342857143,0.093167702,,0,17,17,0.005132796,0.994867204,0
ter5,1,4,1,9,,0.092244083,0.021025641,0.018779343,0.029069767,0.248861912,0.131868132,0.16254417,0.8,0.151515152,0.16091954,0.4,0.316770186,,0,15,15,0.034890213,0.965109787,0
ter5,1,4,1,8,,0.321927573,0.063589744,0.122065728,0.25,0.132018209,0.146520147,0.070671378,0.4,0.121212121,0.252873563,0.285714286,0.434782609,,0,12,12,0.358608743,0.641391257,0
ter2,1,6,1,8,,0.072426575,0.041538462,0.006259781,0.029069767,0.139605463,0.095238095,0.098939929,0.4,0.151515152,0.390804598,0.342857143,0.236024845,,0,13,13,0.186304466,0.813695534,0
ter3,1,3,1,9,,0.093669803,0.010769231,0.020344288,0.029069767,0.062215478,0.043956044,0.035335689,0.2,0.151515152,0.310344828,0.371428571,0.118012422,,0,13,13,0.187875535,0.812124465,0
ter1,1,3,1,8,,0.088822355,0.02974359,0.009389671,0.081395349,0.1107739,0.062271062,0.09540636,0.4,0.090909091,0.32183908,0.514285714,0.285714286,,0,12,12,0.306091336,0.693908664,0
ter1,1,2,1,8,,0.180068435,0.068205128,0.028169014,0.075581395,0.084977238,0.065934066,0.060070671,0.6,0.121212121,0.183908046,0.942857143,0.552795031,,0,17,17,0.006841273,0.993158727,0
ter3,1,4,1,9,,0.241944682,0.022051282,0.028169014,0.063953488,0.371775417,0.293040293,0.318021201,0.8,0.151515152,0.011494253,0.2,0.161490683,,0,14,14,0.057060308,0.942939692,0
ter1,1,2,0,9,,0.514827488,0.068717949,0.24256651,0.639534884,0.092564492,0.06959707,0.042402827,0.6,0.151515152,0.206896552,0.228571429,0.111801242,,0,17,17,0.007006981,0.992993019,0
ter1,1,2,0,5,,0.074565155,0.029230769,0.017214397,0.046511628,0.274658574,0.161172161,0.123674912,0.6,0.060606061,0.068965517,0.342857143,0.341614907,,0,16,16,0.009469027,0.990530973,0
ter1,1,6,0,9,,0.040775592,0.023589744,0.00312989,0.01744186,0.241274659,0.164835165,0.113074205,0,0.060606061,0.126436782,0.257142857,0.329192547,,1,8,8,0.825626992,0.825626992,1
